repeat,Method,K,Candidate_Pool_Size,Positive_Targets,Hits,Precision,Recall,Enrichment_Factor,Random_Expected_Hits,Random_Precision
0,scTDA-GCN (dual attention + nnPU),50,25242,1184,15,0.3,0.01266891891891892,6.395777027027027,2.345297520006339,0.046905950400126774
0,scTDA-GCN (dual attention + nnPU),100,25242,1184,27,0.27,0.022804054054054054,5.756199324324324,4.690595040012678,0.046905950400126774
0,scTDA-GCN (dual attention + nnPU),200,25242,1184,54,0.27,0.04560810810810811,5.756199324324324,9.381190080025355,0.046905950400126774
0,scTDA-GCN (dual attention + nnPU),500,25242,1184,99,0.198,0.08361486486486487,4.221212837837838,23.45297520006339,0.046905950400126774
0,scTDA-GCN (equal fusion + nnPU),10,25242,1184,3,0.3,0.002533783783783784,6.395777027027027,0.4690595040012677,0.046905950400126774
0,scTDA-GCN (equal fusion + nnPU),20,25242,1184,5,0.25,0.004222972972972973,5.3298141891891895,0.9381190080025354,0.046905950400126774
0,scTDA-GCN (equal fusion + nnPU),50,25242,1184,12,0.24,0.010135135135135136,5.116621621621621,2.345297520006339,0.046905950400126774
0,scTDA-GCN (equal fusion + nnPU),100,25242,1184,23,0.23,0.019425675675675675,4.903429054054055,4.690595040012678,0.046905950400126774
0,scTDA-GCN (equal fusion + nnPU),200,25242,1184,35,0.175,0.02956081081081081,3.730869932432432,9.381190080025355,0.046905950400126774
0,scTDA-GCN (equal fusion + nnPU),500,25242,1184,62,0.124,0.052364864864864864,2.643587837837838,23.45297520006339,0.046905950400126774
0,scTDA-GCN (local attention + weighted BCE),10,25242,1184,1,0.1,0.0008445945945945946,2.1319256756756757,0.4690595040012677,0.046905950400126774
0,scTDA-GCN (local attention + weighted BCE),20,25242,1184,7,0.35,0.0059121621621621625,7.461739864864864,0.9381190080025354,0.046905950400126774
0,scTDA-GCN (local attention + weighted BCE),50,25242,1184,19,0.38,0.016047297297297296,8.101317567567568,2.345297520006339,0.046905950400126774
0,scTDA-GCN (local attention + weighted BCE),100,25242,1184,35,0.35,0.02956081081081081,7.461739864864864,4.690595040012678,0.046905950400126774
0,scTDA-GCN (local attention + weighted BCE),200,25242,1184,62,0.31,0.052364864864864864,6.608969594594594,9.381190080025355,0.046905950400126774
0,scTDA-GCN (local attention + weighted BCE),500,25242,1184,153,0.306,0.12922297297297297,6.523692567567568,23.45297520006339,0.046905950400126774
1,Logistic regression,10,25242,1184,1,0.1,0.0008445945945945946,2.1319256756756757,0.4690595040012677,0.046905950400126774
1,Logistic regression,20,25242,1184,6,0.3,0.005067567567567568,6.395777027027027,0.9381190080025354,0.046905950400126774
1,Logistic regression,50,25242,1184,17,0.34,0.014358108108108109,7.248547297297297,2.345297520006339,0.046905950400126774
1,Logistic regression,100,25242,1184,32,0.32,0.02702702702702703,6.822162162162162,4.690595040012678,0.046905950400126774
1,Logistic regression,200,25242,1184,60,0.3,0.05067567567567568,6.395777027027027,9.381190080025355,0.046905950400126774
1,Logistic regression,500,25242,1184,103,0.206,0.08699324324324324,4.3917668918918915,23.45297520006339,0.046905950400126774
